Month,CountyFIPS,CountyName,Nielsen HH Rank,Hotness Rank Within CBSA,CBSACode,CBSATitle,Hotness Rank ,Hotness Rank M/M,Hotness Rank Y/Y,Hotness Score,Supply Score,Demand Score,Median DOM,Median DOM M/M,Median DOM M/M Perc,Median DOM Y/Y,Median DOM Y/Y Perc,Median DOM (vs US),Median DOM (vs CBSA),Views Per Property M/M,Views Per Property Y/Y,Views Per Property  (vs US),Views Per Property  (vs CBSA),Median Listing Price,Median Listing Price M/M,Median Listing Price Y/Y,Median Listing Price  (vs US),Median Listing Price  (vs CBSA),Quality Flag
201812,29051,"Cole, MO",721,1,27620,"Jefferson City, MO",197,66,-12,75.225225,66.5665665665666,83.8838838838839,73.00,3.50,0.0504,0.00,0.0000,-7.00,-7.00,0.0227,0.1688,1.4754,1.2676,179900.000000,0.0000,0.1247,0.6225,1.0589,0
201812,13021,"Bibb, GA",419,1,31420,"Macon, GA",860,13,-236,18.868869,21.2212212212212,16.5165165165165,102.00,6.50,0.0681,19.00,0.2289,22.00,2.50,0.0127,0.0000,0.6557,0.9524,144950.000000,-0.0156,0.0428,0.5016,0.9116,0
201812,13073,"Columbia, GA",465,1,12260,"Augusta-Richmond County, GA-SC",660,-7,87,37.537538,50.8508508508508,24.2242242242242,81.50,8.50,0.1164,-6.50,-0.0739,1.50,-18.50,-0.0316,0.4839,0.7541,1.1220,256287.500000,0.0005,-0.0064,0.8868,1.1976,0
201812,34007,"Camden, NJ",133,6,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",242,-40,96,71.721722,53.953953953954,89.4894894894895,79.00,11.00,0.1618,-2.00,-0.0247,-1.00,3.00,-0.0050,0.4776,1.6230,0.9612,182950.000000,-0.0320,0.1442,0.6330,0.7318,0
201812,17031,"Cook, IL",2,10,16980,"Chicago-Naperville-Elgin, IL-IN-WI",483,-21,-40,51.751752,81.2812812812813,22.2222222222222,66.00,12.00,0.2222,-3.00,-0.0435,-14.00,-3.00,0.0115,0.0476,0.7213,0.8000,270000.000000,-0.0355,0.0389,0.9343,0.9677,0
201812,06013,"Contra Costa, CA",42,1,41860,"San Francisco-Oakland-Hayward, CA",8,1,-5,95.695696,97.0970970970971,94.2942942942943,53.00,13.50,0.3418,9.00,0.2045,-27.00,2.00,0.0583,-0.2044,1.7869,1.1354,628500.000000,-0.0144,0.0153,2.1747,0.7351,0
201812,39035,"Cuyahoga, OH",26,2,17460,"Cleveland-Elyria, OH",136,37,141,79.77978,69.2692692692693,90.2902902902903,72.00,6.50,0.0992,-8.00,-0.1000,-8.00,-1.00,-0.0049,0.3649,1.6557,1.0100,149900.000000,-0.0323,0.0942,0.5187,0.8818,0
201812,36023,"Cortland, NY",996,1,18660,"Cortland, NY",857,-25,-2,19.56957,16.7167167167167,22.4224224224224,108.00,18.00,0.2000,-2.50,-0.0226,28.00,1.00,0.0465,0.2162,0.7377,0.9783,115000.000000,-0.0882,-0.0855,0.3979,1.0009,0
201812,36029,"Erie, NY",45,1,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",95,-10,-28,83.883884,76.0760760760761,91.6916916916917,68.00,9.00,0.1525,2.00,0.0303,-12.00,1.00,-0.0283,0.1705,1.6885,1.0842,196000.000000,-0.0195,0.0895,0.6782,1.1206,0
201812,35009,"Curry, NM",971,1,17580,"Clovis, NM",976,3,-62,4.504505,7.50750750750751,1.5015015015015,121.00,8.50,0.0756,20.50,0.2040,41.00,0.00,0.0455,0.2778,0.3770,1.0000,178600.000000,0.0028,0.0506,0.6180,1.0000,0
201812,42049,"Erie, PA",236,1,21500,"Erie, PA",736,-47,52,31.131131,21.2212212212212,41.041041041041,102.00,17.00,0.2000,-11.50,-0.1013,22.00,-1.00,0.0275,0.2727,0.9180,1.0182,134900.000000,-0.0357,0.0000,0.4668,1.0000,0
201812,01051,"Elmore, AL",730,2,33860,"Montgomery, AL",845,4,82,20.670671,28.9289289289289,12.4124124124124,96.00,9.25,0.1066,-12.00,-0.1111,16.00,-4.00,0.0588,0.4400,0.5902,1.0909,209000.000000,0.0236,0.0615,0.7232,1.1303,0
201812,34019,"Hunterdon, NJ",509,8,35620,"New York-Newark-Jersey City, NY-NJ-PA",448,45,52,53.903904,38.8388388388388,68.968968968969,89.00,5.25,0.0627,-5.50,-0.0582,9.00,5.00,0.0067,0.2295,1.2295,1.4706,471500.000000,-0.0074,0.0489,1.6315,0.8983,0
201812,36035,"Fulton, NY",893,1,24100,"Gloversville, NY",946,-19,4,8.408408,11.8118118118118,5.00500500500501,115.00,12.50,0.1220,-14.00,-0.1085,35.00,0.00,-0.1176,0.0345,0.4918,1.0000,147350.000000,-0.0416,0.0915,0.5099,1.0000,0
201812,39077,"Huron, OH",884,1,35940,"Norwalk, OH",492,117,95,51.051051,30.6306306306306,71.4714714714715,95.50,7.50,0.0852,2.50,0.0269,15.50,0.50,0.1729,0.5294,1.2787,1.0130,141250.000000,0.0091,0.0891,0.4888,1.0089,0
201812,08045,"Garfield, CO",921,1,24060,"Glenwood Springs, CO",900,-1,20,14.564565,14.6146146146146,14.5145145145145,110.00,9.00,0.0891,-11.50,-0.0947,30.00,-51.00,0.0000,0.1515,0.6230,1.2258,577500.000000,0.0405,0.1551,1.9983,0.6585,0
201812,37097,"Iredell, NC",391,7,16740,"Charlotte-Concord-Gastonia, NC-SC",287,105,288,66.716717,66.5665665665666,66.8668668668669,73.00,-2.50,-0.0331,-27.00,-0.2700,-7.00,4.00,-0.0750,0.2982,1.2131,0.7629,325000.000000,-0.0505,-0.0666,1.1246,1.0054,0
201812,26065,"Ingham, MI",225,1,29620,"Lansing-East Lansing, MI",206,-8,-18,74.424424,78.1781781781782,70.6706706706707,67.00,8.00,0.1356,-2.00,-0.0290,-13.00,-1.00,-0.0440,0.1176,1.2459,0.9620,139900.000000,-0.0004,0.1201,0.4841,0.8746,0
201812,12073,"Leon, FL",222,1,45220,"Tallahassee, FL",391,54,-63,58.408408,53.953953953954,62.8628628628629,79.00,5.50,0.0748,6.00,0.0822,-1.00,-2.00,0.0290,0.2456,1.1639,1.1094,220000.000000,-0.0220,0.0233,0.7612,1.0233,0
201812,05069,"Jefferson, AR",770,1,38220,"Pine Bluff, AR",821,39,115,22.822823,43.2432432432432,2.4024024024024,86.50,4.50,0.0549,-23.50,-0.2136,6.50,2.50,0.0196,0.1304,0.4262,1.0400,98000.000000,0.0487,0.0327,0.3391,1.0889,0
201812,22063,"Livingston, LA",479,3,12940,"Baton Rouge, LA",783,-24,-194,27.927928,36.8368368368368,19.019019019019,90.00,10.00,0.1250,9.00,0.1111,10.00,-4.00,-0.0233,0.0244,0.6885,0.9130,216175.000000,0.0055,0.0863,0.7480,0.9079,0
201812,42069,"Lackawanna, PA",293,2,42540,"Scranton--Wilkes-Barre--Hazleton, PA",617,-3,48,40.890891,11.5115115115115,70.2702702702703,115.50,13.00,0.1268,12.50,0.1214,35.50,8.50,-0.0130,0.5200,1.2459,1.1014,149900.000000,-0.0266,0.0267,0.5187,1.0027,0
201812,26111,"Midland, MI",660,1,33220,"Midland, MI",472,-106,90,52.252252,42.3423423423423,62.1621621621622,87.00,17.25,0.2473,-7.00,-0.0745,7.00,0.00,-0.0274,0.3148,1.1639,1.0000,169900.000000,0.0336,-0.0174,0.5879,1.0000,0
201812,42071,"Lancaster, PA",125,1,29540,"Lancaster, PA",217,-55,100,73.273273,58.1581581581582,88.3883883883884,76.00,10.50,0.1603,-7.00,-0.0843,-4.00,0.00,-0.0857,0.2800,1.5738,1.0000,272990.000000,0.0207,0.0785,0.9446,1.0000,0
201812,47145,"Roane, TN",898,5,28940,"Knoxville, TN",724,-103,59,32.032032,17.9179179179179,46.1461461461461,107.00,12.00,0.1263,-13.00,-0.1083,27.00,25.00,-0.1748,0.2826,0.9672,0.5960,239925.000000,-0.0310,0.2057,0.8302,0.9231,0
201812,56021,"Laramie, WY",578,1,16940,"Cheyenne, WY",28,1,87,91.441441,90.2902902902903,92.5925925925926,60.00,5.50,0.1009,-9.00,-0.1304,-20.00,0.00,-0.1700,0.2500,1.7213,1.0000,285000.000000,-0.0196,-0.0120,0.9862,1.0000,0
201812,01113,"Russell, AL",825,1,17980,"Columbus, GA-AL",805,90,48,24.974975,38.8388388388388,11.1111111111111,89.00,-9.00,-0.0918,-6.00,-0.0632,9.00,-22.00,-0.0278,0.4583,0.5738,1.0938,156450.000000,-0.0078,0.0614,0.5413,0.9320,0
201812,01077,"Lauderdale, AL",591,1,22520,"Florence-Muscle Shoals, AL",858,-61,-17,19.51952,33.5335335335335,5.50550550550551,93.00,14.00,0.1772,-2.00,-0.0211,13.00,-7.00,-0.1176,0.1538,0.4918,1.0345,179975.000000,-0.0323,-0.0070,0.6228,1.0054,0
201812,35045,"San Juan, NM",555,1,22140,"Farmington, NM",935,-47,-142,9.65966,14.6146146146146,4.7047047047047,110.00,16.50,0.1765,21.00,0.2360,30.00,0.00,-0.1212,0.0741,0.4754,1.0000,215000.000000,0.0265,0.0750,0.7439,1.0000,0
201812,51107,"Loudoun, VA",207,3,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",103,-28,93,83.333333,87.6876876876877,78.978978978979,62.00,10.50,0.2039,-5.00,-0.0746,-18.00,-2.00,-0.0400,0.3333,1.3770,1.2727,579000.000000,0.0039,-0.0185,2.0035,1.3786,0
201812,06087,"Santa Cruz, CA",262,1,42100,"Santa Cruz-Watsonville, CA",227,-35,-140,72.922923,69.2692692692693,76.5765765765766,72.00,14.00,0.2414,3.00,0.0435,-8.00,0.00,0.0446,-0.1717,1.3443,1.0000,896500.000000,-0.0281,-0.0038,3.1021,1.0000,0
201812,06039,"Madera, CA",529,1,31460,"Madera, CA",334,71,-31,63.763764,76.0760760760761,51.4514514514514,68.00,4.25,0.0667,-5.50,-0.0748,-12.00,0.00,0.0081,0.0333,1.0164,1.0000,325000.000000,0.0093,0.0156,1.1246,1.0000,0
201812,12109,"St. Johns, FL",286,4,27260,"Jacksonville, FL",662,11,-91,37.387387,36.8368368368368,37.9379379379379,90.00,8.50,0.1043,3.00,0.0345,10.00,13.00,0.0000,0.1739,0.8852,0.9000,364990.000000,0.0139,0.0429,1.2629,1.2207,0
201812,54049,"Marion, WV",839,1,21900,"Fairmont, WV",684,4,164,35.285285,19.7197197197197,50.8508508508508,103.50,11.50,0.1250,-5.50,-0.0505,23.50,0.00,0.0164,0.6757,1.0164,1.0000,125000.000000,0.0240,-0.0893,0.4325,1.0000,0
201812,33017,"Strafford, NH",492,7,14460,"Boston-Cambridge-Newton, MA-NH",351,-18,-142,61.361361,40.5405405405405,82.1821821821822,88.00,14.00,0.1892,14.00,0.1892,8.00,23.00,0.0292,0.1892,1.4426,0.6567,289900.000000,0.0000,0.0942,1.0031,0.5799,0
201812,01101,"Montgomery, AL",289,3,33860,"Montgomery, AL",930,5,22,10.21021,15.5155155155155,4.9049049049049,109.00,10.00,0.1010,-5.50,-0.0480,29.00,9.00,0.0175,0.3810,0.4754,0.8788,165000.000000,-0.0288,0.1918,0.5709,0.8924,0
201812,06107,"Tulare, CA",191,1,47300,"Visalia-Porterville, CA",123,-59,-47,81.531532,73.2732732732733,89.7897897897898,70.00,12.50,0.2174,5.00,0.0769,-10.00,0.00,-0.0654,0.2195,1.6393,1.0000,264900.000000,-0.0003,0.0817,0.9166,1.0000,0
201812,39113,"Montgomery, OH",114,3,19380,"Dayton, OH",130,-35,24,80.580581,78.1781781781782,82.982982982983,67.00,12.50,0.2294,-1.00,-0.0147,-13.00,1.00,-0.0222,0.2394,1.4426,0.9670,128500.000000,-0.0108,0.1174,0.4446,0.9185,0
201812,13313,"Whitfield, GA",642,1,19140,"Dalton, GA",439,15,-3,54.754755,36.8368368368368,72.6726726726727,90.00,11.50,0.1465,11.00,0.1392,10.00,1.00,0.0676,0.4630,1.2951,1.0260,192400.000000,-0.1007,0.0815,0.6657,1.0400,0
201812,27109,"Olmsted, MN",408,1,40340,"Rochester, MN",173,45,44,76.776777,65.7657657657658,87.7877877877878,73.50,5.50,0.0809,-5.50,-0.0696,-6.50,-5.50,0.0000,0.1176,1.5574,1.1047,306950.000000,0.0312,-0.0291,1.0621,1.1162,0
201812,37193,"Wilkes, NC",744,1,35900,"North Wilkesboro, NC",888,-30,29,15.515516,7.30730730730731,23.7237237237237,122.00,17.75,0.1703,-16.00,-0.1159,42.00,-1.00,-0.0515,0.2432,0.7541,1.0222,214900.000000,-0.0550,-0.0931,0.7436,1.0187,0
201812,20169,"Saline, KS",883,1,41460,"Salina, KS",91,42,154,84.834835,93.8938938938939,75.7757757757758,58.50,5.50,0.1038,-9.50,-0.1397,-21.50,-8.50,0.0186,0.3667,1.3443,1.1389,159000.000000,0.0343,0.1522,0.5502,1.0802,0
201812,16001,"Ada, ID",159,1,14260,"Boise City, ID",37,-14,21,89.98999,97.0970970970971,82.8828828828829,53.00,7.00,0.1522,-7.00,-0.1167,-27.00,-2.00,-0.1020,0.0353,1.4426,1.0233,363617.500000,0.0103,0.0949,1.2582,1.0857,0
201812,13255,"Spalding, GA",855,15,12060,"Atlanta-Sandy Springs-Roswell, GA",563,-17,81,44.694695,78.1781781781782,11.2112112112112,67.00,13.50,0.2523,-12.00,-0.1519,-13.00,6.00,0.1290,0.0606,0.5738,0.5833,149900.000000,0.0003,-0.0507,0.5187,0.4813,0
201812,53007,"Chelan, WA",731,1,48300,"Wenatchee, WA",816,-72,-258,23.673674,27.7277277277277,19.6196196196196,97.00,14.50,0.1758,10.00,0.1149,17.00,1.00,-0.0947,-0.1224,0.7049,0.9773,419900.000000,-0.0480,-0.0118,1.4529,1.0880,0
201812,22089,"St. Charles, LA",976,1,35380,"New Orleans-Metairie, LA",11,137,97,95.495495,91.7917917917918,99.1991991991992,59.00,-9.00,-0.1324,-14.00,-0.1918,-21.00,-23.00,0.0605,0.3796,2.4426,1.6196,244950.000000,-0.0514,0.1393,0.8476,0.8907,0
201812,29043,"Christian, MO",696,2,44180,"Springfield, MO",276,19,74,67.967968,72.0720720720721,63.8638638638639,71.50,8.75,0.1394,-5.50,-0.0714,-8.50,0.50,0.0000,0.1803,1.1803,1.0909,250000.000000,-0.0354,0.0595,0.8651,1.3521,0
201812,51179,"Stafford, VA",515,12,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",455,16,0,53.253253,73.7737737737738,32.7327327327327,69.50,11.00,0.1880,-5.50,-0.0733,-10.50,5.50,0.0625,0.1087,0.8361,0.7727,385990.000000,0.0027,0.0296,1.3356,0.9191,0
201812,41005,"Clackamas, OR",168,2,38900,"Portland-Vancouver-Hillsboro, OR-WA",405,-32,-117,57.507508,66.5665665665666,48.4484484484485,73.00,12.00,0.1967,4.00,0.0580,-7.00,5.00,-0.0244,0.0714,0.9836,1.1765,499900.000000,0.0004,-0.0310,1.7298,1.1035,0
201812,18157,"Tippecanoe, IN",358,1,29200,"Lafayette-West Lafayette, IN",61,-34,59,87.437437,83.5835835835836,91.2912912912913,65.00,14.50,0.2871,-4.00,-0.0580,-15.00,-2.00,-0.0237,0.2561,1.6885,1.0729,223000.000000,0.0389,0.0624,0.7716,1.1584,0
201812,26037,"Clinton, MI",719,3,29620,"Lansing-East Lansing, MI",247,-77,-123,71.321321,63.3633633633634,79.2792792792793,74.00,15.50,0.2650,5.50,0.0803,-6.00,6.00,0.0241,0.1039,1.3934,1.0759,196950.000000,-0.0152,-0.0435,0.6815,1.2313,0
201812,18163,"Vanderburgh, IN",329,2,21780,"Evansville, IN-KY",319,-31,74,64.614615,68.968968968969,60.2602602602603,72.50,7.50,0.1154,-2.50,-0.0333,-7.50,-1.50,-0.0980,0.2778,1.1311,1.0000,134250.000000,-0.0895,0.1197,0.4645,0.8396,0
201812,05031,"Craighead, AR",581,1,27860,"Jonesboro, AR",705,35,84,33.633634,60.8608608608609,6.40640640640641,75.00,6.00,0.0870,-12.00,-0.1379,-5.00,0.00,0.1071,0.2400,0.5082,1.0690,198950.000000,0.0475,0.1059,0.6884,1.0760,0
201812,24043,"Washington, MD",435,1,25180,"Hagerstown-Martinsburg, MD-WV",529,63,3,48.048048,43.2432432432432,52.8528528528528,86.50,3.50,0.0422,-1.50,-0.0170,6.50,-2.50,0.0000,0.1887,1.0328,1.1250,237125.000000,-0.0116,0.1292,0.8205,1.0492,0
201812,27037,"Dakota, MN",163,3,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",104,5,-45,83.233233,88.8888888888889,77.5775775775776,61.00,13.00,0.2708,2.00,0.0339,-19.00,-4.00,0.0573,0.0122,1.3607,1.1528,354000.000000,0.0116,-0.0006,1.2249,1.0415,0
201812,37191,"Wayne, NC",487,1,24140,"Goldsboro, NC",837,-18,10,21.571572,19.3193193193193,23.8238238238238,104.00,14.50,0.1620,7.50,0.0777,24.00,0.00,0.0110,0.7037,0.7541,1.0000,179900.000000,0.0026,0.0286,0.6225,1.0000,0
201812,37063,"Durham, NC",211,1,20500,"Durham-Chapel Hill, NC",60,-9,-24,87.537538,88.8888888888889,86.1861861861862,61.00,11.50,0.2323,4.50,0.0796,-19.00,-21.00,0.0166,0.0222,1.5082,1.1358,307935.000000,0.0242,0.0290,1.0655,0.8772,0
201812,19193,"Woodbury, IA",590,1,43580,"Sioux City, IA-NE-SD",78,-56,174,85.835836,81.2812812812813,90.3903903903904,66.00,14.00,0.2692,-17.00,-0.2048,-14.00,-4.00,-0.1130,0.0968,1.6721,1.1591,169950.000000,-0.0688,-0.1282,0.5881,0.8540,0
201812,33009,"Grafton, NH",617,1,17200,"Claremont-Lebanon, NH-VT",843,14,46,20.770771,7.50750750750751,34.034034034034,121.00,5.50,0.0476,-10.00,-0.0763,41.00,-21.00,0.0000,0.3333,0.8525,1.1304,235900.000000,-0.0046,0.0484,0.8163,0.9108,0
201812,47001,"Anderson, TN",695,3,28940,"Knoxville, TN",229,5,131,72.772773,56.3563563563564,89.1891891891892,78.00,5.00,0.0685,-8.00,-0.0930,-2.00,-4.00,-0.0917,0.3944,1.6230,1.0000,229625.000000,0.0215,0.1487,0.7946,0.8835,0
201812,48201,"Harris, TX",3,2,26420,"Houston-The Woodlands-Sugar Land, TX",599,47,-52,42.542543,78.1781781781782,6.90690690690691,67.00,6.50,0.1074,1.00,0.0152,-13.00,-4.00,0.0690,0.2400,0.5082,1.0333,300000.000000,-0.0290,-0.0164,1.0381,0.9753,0
201812,51013,"Arlington, VA",235,1,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",81,-25,148,85.685686,87.2872872872873,84.0840840840841,63.00,14.75,0.3057,-4.00,-0.0597,-17.00,-1.00,0.0227,0.5000,1.4754,1.3636,699900.000000,0.0944,0.1022,2.4218,1.6665,0
201812,47073,"Hawkins, TN",862,2,28700,"Kingsport-Bristol-Bristol, TN-VA",825,-56,17,22.622623,2.8028028028028,42.4424424424424,137.00,23.00,0.2018,22.00,0.1913,57.00,25.00,-0.0806,0.4250,0.9344,0.7703,151500.000000,0.0103,0.0107,0.5242,0.8933,0
201812,39013,"Belmont, OH",742,2,48540,"Wheeling, WV-OH",542,39,186,46.646647,35.9359359359359,57.3573573573574,91.00,8.50,0.1030,-16.00,-0.1495,11.00,-7.00,0.0388,0.4565,1.0984,0.8072,138700.000000,-0.0072,0.1185,0.4799,1.0274,0
201812,45051,"Horry, SC",202,1,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",908,12,-43,12.862863,13.6136136136136,12.1121121121121,111.00,8.50,0.0829,10.00,0.0990,31.00,-3.00,0.0000,0.2500,0.5738,0.9722,230767.500000,0.0038,0.0489,0.7985,0.9419,0
201812,22015,"Bossier, LA",485,1,43340,"Shreveport-Bossier City, LA",707,51,-124,33.583584,53.7537537537538,13.4134134134134,79.50,4.50,0.0600,6.50,0.0890,-0.50,-14.50,0.0278,0.1563,0.6066,1.0571,247720.000000,0.0183,0.1064,0.8572,1.3041,0
201812,08059,"Jefferson, CO",106,1,19740,"Denver-Aurora-Lakewood, CO",48,2,-25,88.888889,97.0970970970971,80.6806806806807,53.00,8.50,0.1910,-8.00,-0.1311,-27.00,-6.00,0.0118,-0.4342,1.4098,1.3871,459900.000000,-0.0056,-0.1892,1.5913,1.0221,0
201812,34005,"Burlington, NJ",158,7,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",243,0,15,71.621622,52.2522522522522,90.990990990991,80.00,7.00,0.0959,1.00,0.0127,0.00,4.00,-0.0097,0.3421,1.6721,0.9903,235000.000000,-0.0579,0.0930,0.8131,0.9400,0
201812,48251,"Johnson, TX",440,3,19100,"Dallas-Fort Worth-Arlington, TX",30,30,-20,91.041041,83.5835835835836,98.4984984984985,65.00,6.00,0.1017,10.00,0.1818,-15.00,0.00,0.0317,0.0833,2.1311,1.3000,268800.000000,-0.0020,0.0342,0.9301,0.8082,0
201812,40021,"Cherokee, OK",992,1,45140,"Tahlequah, OK",750,88,-24,30.48048,53.953953953954,7.00700700700701,79.00,-3.00,-0.0366,-3.00,-0.0366,-1.00,0.00,0.0000,0.1852,0.5246,1.0000,179900.000000,0.0571,0.1386,0.6225,1.0000,0
201812,37101,"Johnston, NC",376,2,39580,"Raleigh, NC",520,-29,-136,48.698699,47.3473473473473,50.0500500500501,83.00,9.50,0.1293,11.00,0.1528,3.00,5.00,-0.0469,0.2200,1.0000,0.7349,259547.000000,-0.0006,-0.0006,0.8981,0.7636,0
201812,28033,"DeSoto, MS",405,3,32820,"Memphis, TN-MS-AR",305,38,-41,65.315315,43.2432432432432,87.3873873873874,86.50,9.25,0.1197,10.50,0.1382,6.50,15.50,0.0621,0.3429,1.5410,0.9592,265356.000000,0.0015,0.0618,0.9182,1.2944,0
201812,41035,"Klamath, OR",763,1,28900,"Klamath Falls, OR",702,-8,-19,33.883884,25.025025025025,42.7427427427427,100.00,11.25,0.1268,-2.50,-0.0244,20.00,0.00,-0.0087,0.1875,0.9344,1.0000,249000.000000,-0.0108,0.1857,0.8616,1.0000,0
201812,02090,"Fairbanks North Star, AK",618,1,21820,"Fairbanks, AK",329,186,32,64.114114,49.6496496496497,78.5785785785786,82.50,2.00,0.0248,-7.00,-0.0782,2.50,0.00,0.2263,0.0909,1.3770,1.0000,220000.000000,-0.0243,0.1044,0.7612,1.0000,0
201812,29113,"Lincoln, MO",946,3,41180,"St. Louis, MO-IL",380,28,39,59.459459,53.953953953954,64.964964964965,79.00,12.00,0.1791,0.00,0.0000,-1.00,1.00,0.1061,0.3036,1.1967,1.0139,195500.000000,-0.0223,0.1119,0.6765,0.9780,0
201812,45047,"Greenwood, SC",755,1,24940,"Greenwood, SC",887,-119,5,15.565566,12.8128128128128,18.3183183183183,113.00,24.75,0.2805,-4.50,-0.0383,33.00,-2.00,-0.1515,0.1667,0.6885,0.9767,219250.000000,-0.0324,0.0968,0.7587,1.1540,0
201812,48361,"Orange, TX",676,3,13140,"Beaumont-Port Arthur, TX",309,70,-162,65.215215,51.0510510510511,79.3793793793794,81.00,4.75,0.0623,16.00,0.2462,1.00,13.00,0.0366,0.2687,1.3934,0.9659,149900.000000,-0.0002,0.0707,0.5187,0.8332,0
201812,28045,"Hancock, MS",993,3,25060,"Gulfport-Biloxi-Pascagoula, MS",824,10,-19,22.672673,6.70670670670671,38.6386386386386,123.50,13.50,0.1227,6.50,0.0556,43.50,23.50,0.0185,0.2500,0.9016,1.0377,199250.000000,-0.0395,0.0492,0.6894,1.0492,0
201812,24033,"Prince George's, MD",65,6,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",164,20,-34,77.477477,91.7917917917918,63.1631631631632,59.00,8.50,0.1683,1.00,0.0172,-21.00,-5.00,0.0071,0.1270,1.1639,1.0758,314999.000000,0.0000,0.0194,1.0900,0.7500,0
201812,06029,"Kern, CA",92,1,12540,"Bakersfield, CA",159,21,31,77.927928,76.0760760760761,79.7797797797798,68.00,8.50,0.1429,-4.00,-0.0556,-12.00,0.00,0.0059,0.1806,1.3934,1.0000,245000.000000,-0.0178,0.0208,0.8478,1.0000,0
201812,51161,"Roanoke, VA",596,1,40220,"Roanoke, VA",396,35,10,58.008008,66.5665665665666,49.4494494494495,73.00,7.50,0.1145,-8.00,-0.0988,-7.00,-15.00,0.0167,0.0167,1.0000,1.1509,219950.000000,0.0000,0.0000,0.7611,1.0000,0
201812,46083,"Lincoln, SD",931,2,43620,"Sioux Falls, SD",584,-42,-73,43.543544,74.1741741741742,12.9129129129129,69.00,14.25,0.2603,7.00,0.1129,-11.00,7.00,0.1212,0.3214,0.6066,0.8810,254400.000000,0.0063,-0.1071,0.8803,1.1066,0
201812,39143,"Sandusky, OH",838,1,23380,"Fremont, OH",152,76,346,78.578579,81.2812812812813,75.8758758758759,66.00,3.25,0.0518,-21.00,-0.2414,-14.00,0.00,0.0061,0.4643,1.3443,1.0000,107900.000000,-0.0754,-0.0609,0.3734,1.0000,0
201812,35031,"McKinley, NM",860,1,23700,"Gallup, NM",925,17,8,10.610611,16.7167167167167,4.5045045045045,108.00,7.50,0.0746,-6.50,-0.0568,28.00,-12.50,0.0545,0.0741,0.4754,1.0357,129000.000000,-0.0077,-0.1623,0.4464,0.9395,0
201812,37169,"Stokes, NC",966,1,49180,"Winston-Salem, NC",154,204,560,78.178178,69.2692692692693,87.0870870870871,72.00,-10.75,-0.1299,-49.00,-0.4050,-8.00,-11.00,-0.0408,0.7407,1.5410,1.1059,219949.500000,0.1805,0.1896,0.7611,1.0549,0
201812,36061,"New York, NY",12,25,35620,"New York-Newark-Jersey City, NY-NJ-PA",877,-44,-42,17.267267,33.5335335335335,1.001001001001,93.00,16.00,0.2078,-3.00,-0.0313,13.00,9.00,0.0000,-0.2500,0.3443,0.4118,1689750.000000,0.0241,-0.2231,5.8469,3.2192,0
201812,53071,"Walla Walla, WA",880,1,47460,"Walla Walla, WA",668,-113,-151,37.087087,49.6496496496497,24.5245245245245,82.50,11.00,0.1538,-0.50,-0.0060,2.50,2.00,-0.1376,-0.0784,0.7705,1.0217,325000.000000,-0.0298,0.2210,1.1246,1.0275,0
201812,04021,"Pinal, AZ",189,2,38060,"Phoenix-Mesa-Scottsdale, AZ",382,4,16,59.309309,96.4964964964965,22.1221221221221,54.00,11.00,0.2558,-4.00,-0.0690,-26.00,1.00,-0.0112,0.1579,0.7213,0.6286,237900.000000,0.0052,0.0389,0.8232,0.7211,0
201812,21227,"Warren, KY",502,1,14540,"Bowling Green, KY",739,26,-172,31.031031,38.8388388388388,23.2232232232232,89.00,7.75,0.0954,8.00,0.0988,9.00,1.00,0.0465,0.0465,0.7377,1.0227,264900.000000,0.0000,0.1042,0.9166,1.0600,0
201812,12105,"Polk, FL",102,1,29460,"Lakeland-Winter Haven, FL",209,46,71,74.174174,76.0760760760761,72.2722722722723,68.00,2.50,0.0382,-5.00,-0.0685,-12.00,0.00,-0.0370,0.2581,1.2787,1.0000,224900.000000,0.0000,0.0223,0.7782,1.0000,0
201812,36113,"Warren, NY",751,2,24020,"Glens Falls, NY",984,-7,-15,3.903904,1.2012012012012,6.60660660660661,148.00,18.50,0.1429,4.00,0.0278,68.00,6.00,-0.0313,0.1071,0.5082,1.0000,269900.000000,-0.0132,0.0017,0.9339,1.1634,0
201812,21199,"Pulaski, KY",786,1,43700,"Somerset, KY",931,22,30,10.21021,10.7107107107107,9.70970970970971,116.00,3.00,0.0265,-23.00,-0.1655,36.00,0.00,0.0303,0.1724,0.5574,1.0000,175900.000000,0.0000,0.0997,0.6087,1.0000,0
201812,39169,"Wayne, OH",541,1,49300,"Wooster, OH",230,-115,-79,72.722723,69.2692692692693,76.1761761761762,72.00,12.75,0.2152,6.00,0.0909,-8.00,0.00,-0.1590,0.2059,1.3443,1.0000,170000.000000,0.0337,0.1333,0.5882,1.0000,0
